OR+EP:,6
7,397.8,343.2,105,105
8,324.0,264.0,120,120
9,239.4,184.8,135,135
10,144.0,105.6,150,150
11,37.8,26.4,165,165
Base Production:
0,591.6,897.6,0,0
1,595.2,818.4,15,15
2,588.0,739.2,30,30
3,570.0,660.0,45,45
4,541.2,580.8,60,60
5,501.6,501.6,75,75
6,451.2,422.4,90,90
7,390.0,343.2,105,105
8,318.0,264.0,120,120
9,235.2,184.8,135,135
10,141.6,105.6,150,150
11,37.2,26.4,165,165
OR+EP:,12
0,1029.0,1509.2,0,0
1,1062.6,1416.8,15,15
2,1083.6,1324.4,30,30
3,1092.0,1232.0,45,45
4,1087.8,1139.6,60,60
5,1071.0,1047.2,75,75
6,1041.6,954.8,90,90
7,999.6,862.4,105,105
8,945.0,770.0,120,120
9,877.8,677.6,135,135
10,798.0,585.2,150,150
11,705.6,492.8,165,165
12,600.6,400.4,180,180
13,483.0,308.0,195,195
14,352.8,215.6,210,210
15,210.0,123.2,225,225
16,54.6,30.8,240,240
Orbital Ring:
0,994.7,1509.2,0,0
1,1030.4,1416.8,15,15
2,1053.5,1324.4,30,30
3,1064.0,1232.0,45,45
4,1061.9,1139.6,60,60
5,1047.2,1047.2,75,75
6,1019.9,954.8,90,90
7,980.0,862.4,105,105
8,927.5,770.0,120,120
9,862.4,677.6,135,135
10,784.7,585.2,150,150
11,694.4,492.8,165,165
12,591.5,400.4,180,180
13,476.0,308.0,195,195
14,347.9,215.6,210,210
15,207.2,123.2,225,225
16,53.9,30.8,240,240
Efficient Processors:
0,666.0,976.8,0,0
1,673.2,897.6,15,15
2,669.6,818.4,30,30
3,655.2,739.2,45,45
4,630.0,660.0,60,60
5,594.0,580.8,75,75
6,547.2,501.6,90,90
7,489.6,422.4,105,105
8,421.2,343.2,120,120
9,342.0,264.0,135,135
10,252.0,184.8,150,150
11,151.2,105.6,165,165
12,39.6,26.4,180,180
Base Production:
0,643.8,976.8,0,0
1,652.8,897.6,15,15
2,651.0,818.4,30,30
3,638.4,739.2,45,45
4,615.0,660.0,60,60
5,580.8,580.8,75,75
6,535.8,501.6,90,90
7,480.0,422.4,105,105
8,413.4,343.2,120,120
9,336.0,264.0,135,135
10,247.8,184.8,150,150
11,148.8,105.6,165,165
12,39.0,26.4,180,180
OR+EP:,13
0,1092.0,1601.6,0,0
1,1131.9,1509.2,15,15
2,1159.2,1416.8,30,30
3,1173.9,1324.4,45,45
4,1176.0,1232.0,60,60
5,1165.5,1139.6,75,75
6,1142.4,1047.2,90,90
7,1106.7,954.8,105,105
8,1058.4,862.4,120,120
9,997.5,770.0,135,135
10,924.0,677.6,150,150
11,837.9,585.2,165,165
12,739.2,492.8,180,180
13,627.9,400.4,195,195
14,504.0,308.0,210,210
15,367.5,215.6,225,225
16,218.4,123.2,240,240
17,56.7,30.8,255,255
Orbital Ring:
0,1055.6,1601.6,0,0
1,1097.6,1509.2,15,15
2,1127.0,1416.8,30,30
3,1143.8,1324.4,45,45
4,1148.0,1232.0,60,60
5,1139.6,1139.6,75,75
6,1118.6,1047.2,90,90
7,1085.0,954.8,105,105
8,1038.8,862.4,120,120
9,980.0,770.0,135,135
10,908.6,677.6,150,150
11,824.6,585.2,165,165
12,728.0,492.8,180,180
13,618.8,400.4,195,195
14,497.0,308.0,210,210
15,362.6,215.6,225,225
16,215.6,123.2,240,240
17,56.0,30.8,255,255
Efficient Processors:
0,720.0,1056.0,0,0
1,732.6,976.8,15,15
2,734.4,897.6,30,30
3,725.4,818.4,45,45
4,705.6,739.2,60,60
5,675.0,660.0,75,75
6,633.6,580.8,90,90
7,581.4,501.6,105,105
8,518.4,422.4,120,120
9,444.6,343.2,135,135
10,360.0,264.0,150,150
11,264.6,184.8,165,165
12,158.4,105.6,180,180
13,41.4,26.4,195,195
Base Production:
0,696.0,1056.0,0,0
1,710.4,976.8,15,15
2,714.0,897.6,30,30
3,706.8,818.4,45,45
4,688.8,739.2,60,60
5,660.0,660.0,75,75
6,620.4,580.8,90,90
7,570.0,501.6,105,105
8,508.8,422.4,120,120
9,436.8,343.2,135,135
10,354.0,264.0,150,150
11,260.4,184.8,165,165
12,156.0,105.6,180,180
13,40.8,26.4,195,195
OR+EP:,14
0,1155.0,1694.0,0,0
1,1201.2,1601.6,15,15
2,1234.8,1509.2,30,30
3,1255.8,1416.8,45,45
4,1264.2,1324.4,60,60
5,1260.0,1232.0,75,75
6,1243.2,1139.6,90,90
7,1213.8,1047.2,105,105
8,1171.8,954.8,120,120
9,1117.2,862.4,135,135
10,1050.0,770.0,150,150
11,970.2,677.6,165,165
12,877.8,585.2,180,180
13,772.8,492.8,195,195
14,655.2,400.4,210,210
15,525.0,308.0,225,225
16,382.2,215.6,240,240
17,226.8,123.2,255,255
18,58.8,30.8,270,270
Orbital Ring:
0,1116.5,1694.0,0,0
1,1164.8,1601.6,15,15
2,1200.5,1509.2,30,30
3,1223.6,1416.8,45,45
4,1234.1,1324.4,60,60
5,1232.0,1232.0,75,75
6,1217.3,1139.6,90,90
7,1190.0,1047.2,105,105
8,1150.1,954.8,120,120
9,1097.6,862.4,135,135
10,1032.5,770.0,150,150
11,954.8,677.6,165,165
12,864.5,585.2,180,180
13,761.6,492.8,195,195
14,646.1,400.4,210,210
15,518.0,308.0,225,225
16,377.3,215.6,240,240
17,224.0,123.2,255,255
18,58.1,30.8,270,270
Efficient Processors:
0,774.0,1135.2,0,0
1,792.0,1056.0,15,15
2,799.2,976.8,30,30
3,795.6,897.6,45,45
4,781.2,818.4,60,60
5,756.0,739.2,75,75
6,720.0,660.0,90,90
7,673.2,580.8,105,105
8,615.6,501.6,120,120
9,547.2,422.4,135,135
10,468.0,343.2,150,150
11,378.0,264.0,165,165
12,277.2,184.8,180,180
13,165.6,105.6,195,195
14,43.2,26.4,210,210
Base Production:
0,748.2,1135.2,0,0
1,768.0,1056.0,15,15
2,777.0,976.8,30,30
3,775.2,897.6,45,45
4,762.6,818.4,60,60
5,739.2,739.2,75,75
6,705.0,660.0,90,90
7,660.0,580.8,105,105
8,604.2,501.6,120,120
9,537.6,422.4,135,135
10,460.2,343.2,150,150
11,372.0,264.0,165,165
12,273.0,184.8,180,180
13,163.2,105.6,195,195
14,42.6,26.4,210,210
OR+EP:,15
0,1218.0,1786.4,0,0
1,1270.5,1694.0,15,15
2,1310.4,1601.6,30,30
3,1337.7,1509.2,45,45
4,1352.4,1416.8,60,60
5,1354.5,1324.4,75,75
6,1344.0,1232.0,90,90
7,1320.9,1139.6,105,105
8,1285.2,1047.2,120,120
9,1236.9,954.8,135,135
10,1176.0,862.4,150,150
11,1102.5,770.0,165,165
12,1016.4,677.6,180,180
13,917.7,585.2,195,195
14,806.4,492.8,210,210
15,682.5,400.4,225,225
16,546.0,308.0,240,240
17,396.9,215.6,255,255
18,235.2,123.2,270,270
19,60.9,30.8,285,285
Orbital Ring:
0,1177.4,1786.4,0,0
1,1232.0,1694.0,15,15
2,1274.0,1601.6,30,30
3,1303.4,1509.2,45,45
4,1320.2,1416.8,60,60
5,1324.4,1324.4,75,75
6,1316.0,1232.0,90,90
7,1295.0,1139.6,105,105
8,1261.4,1047.2,120,120
9,1215.2,954.8,135,135
10,1156.4,862.4,150,150
11,1085.0,770.0,165,165
12,1001.0,677.6,180,180
13,904.4,585.2,195,195
14,795.2,492.8,210,210
15,673.4,400.4,225,225
16,539.0,308.0,240,240
17,392.0,215.6,255,255
18,232.4,123.2,270,270
19,60.2,30.8,285,285
Efficient Processors:
0,828.0,1214.4,0,0
1,851.4,1135.2,15,15
2,864.0,1056.0,30,30
3,865.8,976.8,45,45
4,856.8,897.6,60,60
5,837.0,818.4,75,75
6,806.4,739.2,90,90
7,765.0,660.0,105,105
8,712.8,580.8,120,120
9,649.8,501.6,135,135
10,576.0,422.4,150,150
11,491.4,343.2,165,165
12,396.0,264.0,180,180
13,289.8,184.8,195,195
14,172.8,105.6,210,210
15,45.0,26.4,225,225
Base Production:
0,800.4,1214.4,0,0
1,825.6,1135.2,15,15
2,840.0,1056.0,30,30
3,843.6,976.8,45,45
4,836.4,897.6,60,60
5,818.4,818.4,75,75
6,789.6,739.2,90,90
7,750.0,660.0,105,105
8,699.6,580.8,120,120
9,638.4,501.6,135,135
10,566.4,422.4,150,150
11,483.6,343.2,165,165
12,390.0,264.0,180,180
13,285.6,184.8,195,195
14,170.4,105.6,210,210
15,44.4,26.4,225,225
OR+EP:,16
0,1281.0,1878.8,0,0
1,1339.8,1786.4,15,15
2,1386.0,1694.0,30,30
3,1419.6,1601.6,45,45
4,1440.6,1509.2,60,60
5,1449.0,1416.8,75,75
6,1444.8,1324.4,90,90
7,1428.0,1232.0,105,105
8,1398.6,1139.6,120,120
9,1356.6,1047.2,135,135
10,1302.0,954.8,150,150
11,1234.8,862.4,165,165
12,1155.0,770.0,180,180
13,1062.6,677.6,195,195
14,957.6,585.2,210,210
15,840.0,492.8,225,225
16,709.8,400.4,240,240
17,567.0,308.0,255,255
18,411.6,215.6,270,270
19,243.6,123.2,285,285
20,63.0,30.8,300,300
Orbital Ring:
0,1238.3,1878.8,0,0
1,1299.2,1786.4,15,15
2,1347.5,1694.0,30,30
3,1383.2,1601.6,45,45
4,1406.3,1509.2,60,60
5,1416.8,1416.8,75,75
6,1414.7,1324.4,90,90
7,1400.0,1232.0,105,105
8,1372.7,1139.6,120,120
9,1332.8,1047.2,135,135
10,1280.3,954.8,150,150
11,1215.2,862.4,165,165
12,1137.5,770.0,180,180
13,1047.2,677.6,195,195
14,944.3,585.2,210,210
15,828.8,492.8,225,225
16,700.7,400.4,240,240
17,560.0,308.0,255,255
18,406.7,215.6,270,270
19,240.8,123.2,285,285
20,62.3,30.8,300,300
Efficient Processors:
0,882.0,1293.6,0,0
1,910.8,1214.4,15,15
2,928.8,1135.2,30,30
3,936.0,1056.0,45,45
4,932.4,976.8,60,60
5,918.0,897.6,75,75
6,892.8,818.4,90,90
7,856.8,739.2,105,105
8,810.0,660.0,120,120
9,752.4,580.8,135,135
10,684.0,501.6,150,150
11,604.8,422.4,165,165
12,514.8,343.2,180,180
13,414.0,264.0,195,195
14,302.4,184.8,210,210
15,180.0,105.6,225,225
16,46.8,26.4,240,240
Base Production:
0,852.6,1293.6,0,0
1,883.2,1214.4,15,15
2,903.0,1135.2,30,30
3,912.0,1056.0,45,45
4,910.2,976.8,60,60
5,897.6,897.6,75,75
6,874.2,818.4,90,90
7,840.0,739.2,105,105
8,795.0,660.0,120,120
9,739.2,580.8,135,135
10,672.6,501.6,150,150
11,595.2,422.4,165,165
12,507.0,343.2,180,180
13,408.0,264.0,195,195
14,298.2,184.8,210,210
15,177.6,105.6,225,225
16,46.2,26.4,240,240
OR+EP:,17
0,1344.0,1971.2,0,0
1,1409.1,1878.8,15,15
2,1461.6,1786.4,30,30
3,1501.5,1694.0,45,45
4,1528.8,1601.6,60,60
5,1543.5,1509.2,75,75
6,1545.6,1416.8,90,90
7,1535.1,1324.4,105,105
8,1512.0,1232.0,120,120
9,1476.3,1139.6,135,135
10,1428.0,1047.2,150,150
11,1367.1,954.8,165,165
12,1293.6,862.4,180,180
13,1207.5,770.0,195,195
14,1108.8,677.6,210,210
15,997.5,585.2,225,225
16,873.6,492.8,240,240
17,737.1,400.4,255,255
18,588.0,308.0,270,270
19,426.3,215.6,285,285
20,252.0,123.2,300,300
21,65.1,30.8,315,315
Orbital Ring:
0,1299.2,1971.2,0,0
1,1366.4,1878.8,15,15
2,1421.0,1786.4,30,30
3,1463.0,1694.0,45,45
4,1492.4,1601.6,60,60
5,1509.2,1509.2,75,75
6,1513.4,1416.8,90,90
7,1505.0,1324.4,105,105
8,1484.0,1232.0,120,120
9,1450.4,1139.6,135,135
10,1404.2,1047.2,150,150
11,1345.4,954.8,165,165
12,1274.0,862.4,180,180
13,1190.0,770.0,195,195
14,1093.4,677.6,210,210
15,984.2,585.2,225,225
16,862.4,492.8,240,240
17,728.0,400.4,255,255
18,581.0,308.0,270,270
19,421.4,215.6,285,285
20,249.2,123.2,300,300
21,64.4,30.8,315,315
Efficient Processors:
0,936.0,1372.8,0,0
1,970.2,1293.6,15,15
2,993.6,1214.4,30,30
3,1006.2,1135.2,45,45
4,1008.0,1056.0,60,60
5,999.0,976.8,75,75
6,979.2,897.6,90,90
7,948.6,818.4,105,105
8,907.2,739.2,120,120
9,855.0,660.0,135,135
10,792.0,580.8,150,150
11,718.2,501.6,165,165
12,633.6,422.4,180,180
13,538.2,343.2,195,195
14,432.0,264.0,210,210
15,315.0,184.8,225,225
16,187.2,105.6,240,240
17,48.6,26.4,255,255
Base Production:
0,904.8,1372.8,0,0
1,940.8,1293.6,15,15
2,966.0,1214.4,30,30
3,980.4,1135.2,45,45
4,984.0,1056.0,60,60
5,976.8,976.8,75,75
6,958.8,897.6,90,90
7,930.0,818.4,105,105
8,890.4,739.2,120,120
9,840.0,660.0,135,135
10,778.8,580.8,150,150
11,706.8,501.6,165,165
12,624.0,422.4,180,180
13,530.4,343.2,195,195
14,426.0,264.0,210,210
15,310.8,184.8,225,225
16,184.8,105.6,240,240
17,48.0,26.4,255,255
OR+EP:,18
0,1407.0,2063.6,0,0
1,1478.4,1971.2,15,15
2,1537.2,1878.8,30,30
3,1583.4,1786.4,45,45
4,1617.0,1694.0,60,60
5,1638.0,1601.6,75,75
6,1646.4,1509.2,90,90
7,1642.2,1416.8,105,105
8,1625.4,1324.4,120,120
9,1596.0,1232.0,135,135
10,1554.0,1139.6,150,150
11,1499.4,1047.2,165,165
12,1432.2,954.8,180,180
13,1352.4,862.4,195,195
14,1260.0,770.0,210,210
15,1155.0,677.6,225,225
16,1037.4,585.2,240,240
17,907.2,492.8,255,255
18,764.4,400.4,270,270
19,609.0,308.0,285,285
20,441.0,215.6,300,300
21,260.4,123.2,315,315
22,67.2,30.8,330,330
Orbital Ring:
0,1360.1,2063.6,0,0
1,1433.6,1971.2,15,15
2,1494.5,1878.8,30,30
3,1542.8,1786.4,45,45
4,1578.5,1694.0,60,60
5,1601.6,1601.6,75,75
6,1612.1,1509.2,90,90
7,1610.0,1416.8,105,105
8,1595.3,1324.4,120,120
9,1568.0,1232.0,135,135
10,1528.1,1139.6,150,150
11,1475.6,1047.2,165,165
12,1410.5,954.8,180,180
13,1332.8,862.4,195,195
14,1242.5,770.0,210,210
15,1139.6,677.6,225,225
16,1024.1,585.2,240,240
17,896.0,492.8,255,255
18,755.3,400.4,270,270
19,602.0,308.0,285,285
20,436.1,215.6,300,300
21,257.6,123.2,315,315
22,66.5,30.8,330,330
Efficient Processors:
0,990.0,1452.0,0,0
1,1029.6,1372.8,15,15
2,1058.4,1293.6,30,30
3,1076.4,1214.4,45,45
4,1083.6,1135.2,60,60
5,1080.0,1056.0,75,75
6,1065.6,976.8,90,90
7,1040.4,897.6,105,105
8,1004.4,818.4,120,120
9,957.6,739.2,135,135
10,900.0,660.0,150,150
11,831.6,580.8,165,165
12,752.4,501.6,180,180
13,662.4,422.4,195,195
14,561.6,343.2,210,210
15,450.0,264.0,225,225
16,327.6,184.8,240,240
17,194.4,105.6,255,255
18,50.4,26.4,270,270
Base Production:
0,957.0,1452.0,0,0
1,998.4,1372.8,15,15
2,1029.0,1293.6,30,30
3,1048.8,1214.4,45,45
4,1057.8,1135.2,60,60
5,1056.0,1056.0,75,75
6,1043.4,976.8,90,90
7,1020.0,897.6,105,105
8,985.8,818.4,120,120
9,940.8,739.2,135,135
10,885.0,660.0,150,150
11,818.4,580.8,165,165
12,741.0,501.6,180,180
13,652.8,422.4,195,195
14,553.8,343.2,210,210
15,444.0,264.0,225,225
16,323.4,184.8,240,240
17,192.0,105.6,255,255
18,49.8,26.4,270,270
OR+EP:,19
0,1470.0,2156.0,0,0
1,1547.7,2063.6,15,15
2,1612.8,1971.2,30,30
3,1665.3,1878.8,45,45
4,1705.2,1786.4,60,60
5,1732.5,1694.0,75,75
6,1747.2,1601.6,90,90
7,1749.3,1509.2,105,105
8,1738.8,1416.8,120,120
9,1715.7,1324.4,135,135
10,1680.0,1232.0,150,150
11,1631.7,1139.6,165,165
12,1570.8,1047.2,180,180
13,1497.3,954.8,195,195
14,1411.2,862.4,210,210
15,1312.5,770.0,225,225
16,1201.2,677.6,240,240
17,1077.3,585.2,255,255
18,940.8,492.8,270,270
19,791.7,400.4,285,285
20,630.0,308.0,300,300
21,455.7,215.6,315,315
22,268.8,123.2,330,330
23,69.3,30.8,345,345
Orbital Ring:
0,1421.0,2156.0,0,0
1,1500.8,2063.6,15,15
2,1568.0,1971.2,30,30
3,1622.6,1878.8,45,45
4,1664.6,1786.4,60,60
5,1694.0,1694.0,75,75
6,1710.8,1601.6,90,90
7,1715.0,1509.2,105,105
8,1706.6,1416.8,120,120
9,1685.6,1324.4,135,135
10,1652.0,1232.0,150,150
11,1605.8,1139.6,165,165
12,1547.0,1047.2,180,180
13,1475.6,954.8,195,195
14,1391.6,862.4,210,210
15,1295.0,770.0,225,225
16,1185.8,677.6,240,240
17,1064.0,585.2,255,255
18,929.6,492.8,270,270
19,782.6,400.4,285,285
20,623.0,308.0,300,300
21,450.8,215.6,315,315
22,266.0,123.2,330,330
23,68.6,30.8,345,345
Efficient Processors:
0,1044.0,1531.2,0,0
1,1089.0,1452.0,15,15
2,1123.2,1372.8,30,30
3,1146.6,1293.6,45,45
4,1159.2,1214.4,60,60
5,1161.0,1135.2,75,75
6,1152.0,1056.0,90,90
7,1132.2,976.8,105,105
8,1101.6,897.6,120,120
9,1060.2,818.4,135,135
10,1008.0,739.2,150,150
11,945.0,660.0,165,165
12,871.2,580.8,180,180
13,786.6,501.6,195,195
14,691.2,422.4,210,210
15,585.0,343.2,225,225
16,468.0,264.0,240,240
17,340.2,184.8,255,255
18,201.6,105.6,270,270
19,52.2,26.4,285,285
Base Production:
0,1009.2,1531.2,0,0
1,1056.0,1452.0,15,15
2,1092.0,1372.8,30,30
3,1117.2,1293.6,45,45
4,1131.6,1214.4,60,60
5,1135.2,1135.2,75,75
6,1128.0,1056.0,90,90
7,1110.0,976.8,105,105
8,1081.2,897.6,120,120
9,1041.6,818.4,135,135
10,991.2,739.2,150,150
11,930.0,660.0,165,165
12,858.0,580.8,180,180
13,775.2,501.6,195,195
14,681.6,422.4,210,210
15,577.2,343.2,225,225
16,462.0,264.0,240,240
17,336.0,184.8,255,255
18,199.2,105.6,270,270
19,51.6,26.4,285,285
OR+EP:,20
0,1533.0,2248.4,0,0
1,1617.0,2156.0,15,15
2,1688.4,2063.6,30,30
3,1747.2,1971.2,45,45
4,1793.4,1878.8,60,60
5,1827.0,1786.4,75,75
6,1848.0,1694.0,90,90
7,1856.4,1601.6,105,105
8,1852.2,1509.2,120,120
9,1835.4,1416.8,135,135
10,1806.0,1324.4,150,150
11,1764.0,1232.0,165,165
12,1709.4,1139.6,180,180
13,1642.2,1047.2,195,195
14,1562.4,954.8,210,210
15,1470.0,862.4,225,225
16,1365.0,770.0,240,240
17,1247.4,677.6,255,255
18,1117.2,585.2,270,270
19,974.4,492.8,285,285
20,819.0,400.4,300,300
21,651.0,308.0,315,315
22,470.4,215.6,330,330
23,277.2,123.2,345,345
24,71.4,30.8,360,360
Orbital Ring:
0,1481.9,2248.4,0,0
1,1568.0,2156.0,15,15
2,1641.5,2063.6,30,30
3,1702.4,1971.2,45,45
4,1750.7,1878.8,60,60
5,1786.4,1786.4,75,75
6,1809.5,1694.0,90,90
7,1820.0,1601.6,105,105
8,1817.9,1509.2,120,120
9,1803.2,1416.8,135,135
10,1775.9,1324.4,150,150
11,1736.0,1232.0,165,165
12,1683.5,1139.6,180,180
13,1618.4,1047.2,195,195
14,1540.7,954.8,210,210
15,1450.4,862.4,225,225
16,1347.5,770.0,240,240
17,1232.0,677.6,255,255
18,1103.9,585.2,270,270
19,963.2,492.8,285,285
20,809.9,400.4,300,300
21,644.0,308.0,315,315
22,465.5,215.6,330,330
23,274.4,123.2,345,345
24,70.7,30.8,360,360
Efficient Processors:
0,1098.0,1610.4,0,0
1,1148.4,1531.2,15,15
2,1188.0,1452.0,30,30
3,1216.8,1372.8,45,45
4,1234.8,1293.6,60,60
5,1242.0,1214.4,75,75
